uuid,country,city,type,subtype,street,speed,confidence,x,y
1e4060cf-724f-475b-a037-66c4103f00ba,CI,,HAZARD,HAZARD_ON_ROAD_OBJECT,Autopista Costanera Norte,0,0,-70.724819,-33.411842
6a6ad636-d472-4397-ad2c-89fd0745de87,CI,,ACCIDENT,,Autopista Costanera Norte,0,0,-70.607453,-33.414465
d83335ce-4b5d-4669-93e7-9f7158a7bfdd,CI,,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Autopista Costanera Norte,0,0,-70.607365,-33.41411
eec4ea4e-9c59-49ac-a566-a361e9bac43f,CI,Quilicura,POLICE,,Camino del Cerro,0,0,-70.723724,-33.385609
fd38588e-e0eb-41b5-9fb5-c10f2abecafb,CI,Recoleta,JAM,,Av. El Salto,0,0,-70.635284,-33.408693
12c6ce91-e47f-4c67-b7a8-3a9c44dbaf71,CI,Las Condes,JAM,JAM_HEAVY_TRAFFIC,Av. Apoquindo,0,0,-70.584628,-33.414147
832100bf-2b14-4fee-92d7-4112991de879,CI,Quilicura,POLICE,,Aranjuez Oriente,0,0,-70.723415,-33.38411
d01bcd10-a396-4f86-b750-19aab0a84e7d,CI,Conchalí,JAM,,La Palmilla,0,0,-70.667367,-33.395375
1b3b0bc2-1346-42cb-8aab-1a17c518c79c,CI,Renca,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Av. Apóstol Santiago,0,0,-70.700348,-33.395614
bacaa067-7edf-4545-a965-169aefeff1a1,CI,Las Condes,JAM,,Av. Manquehue Norte,0,0,-70.570368,-33.398168
97c8ec39-870a-441f-a610-90a10595b3a6,CI,Vitacura,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Av. Padre Hurtado Norte,0,0,-70.551147,-33.383573
b9b234af-975b-4b08-9515-fc1c6c7bd82e,CI,Providencia,HAZARD,HAZARD_ON_ROAD,Av. Santa María,0,0,-70.610534,-33.418073
0cda4338-02eb-472f-959c-4ac87877d57a,CI,Huechuraba,HAZARD,HAZARD_WEATHER_FOG,El Salto Norte,0,0,-70.620202,-33.381078
b10fb991-d055-4421-b685-9ecefc37dc48,CI,Las Condes,JAM,JAM_STAND_STILL_TRAFFIC,Av. Presidente Riesco,0,0,-70.60421,-33.411271
47afd980-9116-404f-a29f-911dd75b3e50,CI,Las Condes,ROAD_CLOSED,,Tomás Moro,0,0,-70.553148,-33.418367
c5172f94-7c7a-4205-87ac-132a7fcee5c6,CI,Las Condes,ROAD_CLOSED,,Tomás Moro,0,0,-70.553148,-33.418367
937041e4-b6af-4abb-b7f4-3aaa526f6a8f,CI,Independencia,JAM,JAM_HEAVY_TRAFFIC,Venecia,0,0,-70.666311,-33.407623
1d5c2023-e7bb-456d-ad9b-70df02e800de,CI,Las Condes,JAM,JAM_HEAVY_TRAFFIC,Renato Sánchez,0,0,-70.584191,-33.417191
c2613883-a5f8-4212-b98d-710b7d8a2e10,CI,Vitacura,HAZARD,HAZARD_ON_ROAD,Las Tranqueras,0,0,-70.552886,-33.387406
2916d613-cce2-4e52-9d3d-c0cbbab4dfa1,CI,,ACCIDENT,,Autopista Costanera Norte,0,0,-70.607726,-33.415261
802b62f3-776c-487e-9e01-2491786db91a,CI,,JAM,JAM_HEAVY_TRAFFIC,Autopista Central,0,0,-70.68471,-33.398138
6a04b353-5e88-4291-8108-4de120f6bcc0,CI,Vitacura,JAM,,Av. Alonso de Córdova,0,0,-70.59581,-33.401533
082410d3-65b9-4daa-961c-4eb4d9a39037,CI,Independencia,POLICE,,Av. Domingo Santa María,0,1,-70.656476,-33.415407
36a01106-8b17-4b7d-a787-3262470fb139,CI,Vitacura,JAM,,Av. Alonso de Córdova,0,0,-70.591748,-33.402548
787d98ff-98e6-46bf-8f04-1dffb80cff52,CI,Las Condes,POLICE,,Callao,0,0,-70.595639,-33.418731
e55464f5-f2ee-44f8-9e8f-f97675c6eb37,CI,Las Condes,JAM,JAM_HEAVY_TRAFFIC,Av. Alonso de Córdova,0,0,-70.577431,-33.405943
d851cea4-faa9-49e2-a7c7-45d4af832c44,CI,Vitacura,JAM,,Av. Alonso de Córdova,0,0,-70.593694,-33.40204
6c82d2fe-f28f-4cbc-90fa-ea1fa73a6491,CI,Recoleta,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Av. Américo Vespucio,0,0,-70.656655,-33.376737
18af8732-46bd-4f93-9d09-df3da1a626f5,CI,Recoleta,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Av. Guanaco,0,0,-70.656511,-33.376443
53b77504-80ca-4b8e-9ffe-62639a2d856a,CI,Vitacura,JAM,,Av. Presidente Kennedy,0,0,-70.597815,-33.407567
03390391-2960-4abd-9391-3de0ef6dafcd,CI,Renca,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Av. Dorsal,0,0,-70.69424,-33.400333
f32420e2-6ae8-418c-980c-07999aceac06,CI,Las Condes,POLICE,,Cerro Colorado,0,0,-70.570091,-33.40045
748bc246-cfe6-4aaf-b1c6-0966a7267ff9,CI,Vitacura,HAZARD,HAZARD_ON_ROAD,Sioux,0,0,-70.572869,-33.383558
f5e656a8-f345-48dc-9630-c430f6251b3a,CI,Huechuraba,JAM,JAM_STAND_STILL_TRAFFIC,Santa Clara,0,0,-70.623623,-33.385916
e9547955-66a5-4710-8865-782b5a3ab515,CI,Renca,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Av. Arturo Prat,0,0,-70.72453,-33.40462
e632677b-4902-4b0b-b938-ca5fdc4a5895,CI,Renca,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Av. Arturo Prat,0,0,-70.723255,-33.404517
0e96b1a6-01b7-4ec8-b6d4-601815463b59,CI,Recoleta,POLICE,,Av. El Salto,0,0,-70.629788,-33.40095
aa6fedf8-84e2-4509-b663-0f6d67e2da07,CI,Renca,HAZARD,HAZARD_ON_ROAD_OBJECT,Sallida 18 > Av. Dorsal / Av. Domingo Santa María,0,0,-70.699113,-33.398224
8513f1ee-339a-4edc-920d-f9b6d0d920a5,CI,Las Condes,JAM,JAM_HEAVY_TRAFFIC,Av. Alonso de Córdova,0,0,-70.56994,-33.407595
20679b7e-fef6-41f2-9b08-2310497e2ef0,CI,Las Condes,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Av. Los Domínicos,0,0,-70.545973,-33.411363
7d77e784-ef2b-4e9f-a8d3-d48de1e9a534,CI,Las Condes,JAM,JAM_STAND_STILL_TRAFFIC,Kennedy lateral,0,0,-70.571228,-33.398221
97ae0abf-d51d-4b5c-9429-399de389465e,CI,Las Condes,CHIT_CHAT,,Av. Manquehue,0,0,-70.57028,-33.400202
c99b2a53-8ffe-4aaf-b332-4a725755f7a9,CI,,HAZARD,HAZARD_ON_ROAD_OBJECT,Autopista Costanera Norte,0,0,-70.724606,-33.411741
7b1f5cc9-2cc6-42ac-bf1c-6e6da0e800be,CI,Las Condes,POLICE,,Av. Padre Hurtado,0,0,-70.543889,-33.404534
c6a50de5-9a37-49d1-ac66-c4eb3cf3f933,CI,Huechuraba,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Av. Américo Vespucio,0,0,-70.656776,-33.376136
cb2befad-6e58-4275-bc2e-8dd2ce120cd9,CI,Renca,JAM,JAM_HEAVY_TRAFFIC,,0,0,-70.731394,-33.401958
be23a878-4116-4184-b3b5-c302702727a7,CI,Providencia,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Av. Costanera Andrés Bello,0,0,-70.607925,-33.41742
61c7aff4-3aeb-4848-9098-de5e9b29b0de,CI,Providencia,HAZARD,HAZARD_ON_ROAD,,0,0,-70.606393,-33.417054
b9b27cd8-27f6-471f-b52b-fa8b61ebc319,CI,Las Condes,JAM,,San Sebastián,0,0,-70.599684,-33.4123
83d67904-79bb-4831-8fe0-b47ceff50bbc,CI,Vitacura,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Av. Juan XXIII,0,0,-70.571822,-33.388944
c5ce8814-3834-455f-81bc-c7363c31adec,CI,,ROAD_CLOSED,ROAD_CLOSED_EVENT,Los Conquistadores / Túnel San Cristóbal,0,0,-70.60373,-33.408632
1c5e08d8-e724-4815-bc1d-2e177cf0bfbd,CI,Vitacura,HAZARD,HAZARD_ON_ROAD_OBJECT,Av. San Josemaría Escrivá de Balaguer,0,0,-70.59052,-33.385312
b9ef7e0d-9973-4d96-862c-623ffb561bc1,CI,Huechuraba,JAM,JAM_STAND_STILL_TRAFFIC,Camino al Bosque de Santiago,0,0,-70.621483,-33.380671
10c2e75c-c6bb-41da-970a-6f276dcd8fbf,CI,Conchalí,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Av. Presidente Eduardo Frei Montalva,0,0,-70.684964,-33.397464
78adac85-aff3-482d-adf2-a29c9160416c,CI,,JAM,,Costanera Norte,0,0,-70.599677,-33.38892
197aeed7-0420-4380-9a7b-d3ee16d93232,CI,,ROAD_CLOSED,ROAD_CLOSED_EVENT,Salida Los Conquistadores,0,0,-70.606011,-33.409393
e50068e4-981d-4db1-b075-2270ffd923ce,CI,Conchalí,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Av. Presidente Eduardo Frei Montalva,0,0,-70.692226,-33.381408
91ff2807-8134-4f0e-8d35-cb59ccf6e4b2,CI,Conchalí,POLICE,,Río Madeira,0,0,-70.661181,-33.391163
9f1277be-a7d9-4eee-b509-4766eed87260,CI,,ROAD_CLOSED,ROAD_CLOSED_EVENT,Los Conquistadores / Túnel San Cristóbal,0,0,-70.602757,-33.408268
0ed584d0-6ebf-414e-9b33-75068801e76a,CI,Conchalí,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Av. Presidente Eduardo Frei Montalva,0,0,-70.69493,-33.37536
04a23f2e-c728-4d48-848d-a6208ecdfd70,CI,Vitacura,POLICE,,Los Coligües,0,0,-70.587806,-33.403045
a0f1beb7-5802-47b2-833c-739e7dd9979a,CI,Huechuraba,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Av. Américo Vespucio,0,0,-70.656074,-33.376399
bebba7c0-64d5-45a0-9995-81d790902d88,CI,,JAM,JAM_HEAVY_TRAFFIC,Autopista Central,0,0,-70.696142,-33.375073
18421aff-e643-4434-af73-37560d0cef49,CI,,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Autopista Central,0,0,-70.696314,-33.374688
32ab3c09-794c-42a7-bd94-199a2e5012c4,CI,Renca,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Av. Salvador Allende,0,0,-70.729917,-33.411695
cc208c46-ce93-40f1-9350-242a59bc15a3,CI,,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Autopista Central - Eje Gral. Velásquez,0,0,-70.692045,-33.415492
9387fa65-c26e-4be4-a6e2-02e2e6e53cd4,CI,Las Condes,JAM,JAM_STAND_STILL_TRAFFIC,Martín de Zamora,0,0,-70.56897,-33.415872
d2b97835-4a6b-423e-bd3f-e3a31679555b,CI,Las Condes,POLICE,,Gerónimo de Alderete,0,0,-70.561235,-33.395474
5cf1bea7-3146-4880-bc3f-ebf51ce0da33,CI,Quinta Normal,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Samuel Izquierdo,0,0,-70.711503,-33.415767
872a0fd9-0c12-4183-8d42-aa2b5d11a885,CI,,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Autopista Costanera Norte,0,0,-70.573547,-33.378704
5e6c3ad2-0b1e-4b36-b3ae-641ffcd9b433,CI,Conchalí,ACCIDENT,,Av. Fermín Vivaceta,0,0,-70.672612,-33.398732
0e25e7f9-ab76-4099-9afb-02e932121fd0,CI,Renca,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Colón,0,0,-70.693922,-33.399948
da6fad06-1b98-47ae-b84e-c6f1e19ffbab,CI,,JAM,JAM_STAND_STILL_TRAFFIC,,0,0,-70.601786,-33.408555
d2e59b10-a7d0-4714-b032-9246252ced2e,CI,Providencia,JAM,JAM_HEAVY_TRAFFIC,Puente Los Leones,0,0,-70.609439,-33.417427
bf0fe615-a12e-44f0-a71b-aedabb41626e,CI,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Av. Alonso de Córdova,0,0,-70.581493,-33.405046
d81034d4-842b-4a77-a2b7-f7cf1191a876,CI,Providencia,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Los Conquistadores,0,0,-70.613504,-33.417412
549d69ad-cd25-4e8c-9c91-b4066142d45b,CI,Renca,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Av. Salvador Allende,0,0,-70.692956,-33.414324
cc737f80-0e04-47a5-8027-e2e984c7cd5a,CI,Las Condes,CHIT_CHAT,,Av. Padre Hurtado,0,0,-70.543738,-33.40515
e61d88fa-84d1-46c1-a305-1476b4b08308,CI,Vitacura,POLICE,,Luis Carrera,0,0,-70.582445,-33.39217
b0603596-114a-4151-822e-0545af905404,CI,Las Condes,HAZARD,HAZARD_WEATHER,La Gloria,0,0,-70.576471,-33.410276
7ad92779-2c79-4cfd-aa5e-d97544b07df8,CI,Renca,POLICE,POLICE_HIDING,Av. Domingo Santa María,0,0,-70.699444,-33.406934
0bb04b06-6c3e-4a40-adb4-1a33b4619c43,CI,Las Condes,HAZARD,HAZARD_ON_ROAD,,0,0,-70.582546,-33.416598
2bbd0189-4b45-49ac-ba8a-f920d9fc97b4,CI,Providencia,JAM,,Los Conquistadores,0,0,-70.611158,-33.415304
dbe3872a-5370-43f8-b7f2-c0eed456b7be,CI,Providencia,JAM,JAM_HEAVY_TRAFFIC,Av. Santa María,0,0,-70.607268,-33.413051
1a8e4efb-ed88-4e2d-bdbd-ce32ef87d1c2,CI,,JAM,JAM_HEAVY_TRAFFIC,Acceso Autopista Kennedy > Oriente,0,0,-70.607162,-33.412256
a6cd3320-bfea-4e1c-bb03-aaf31d699691,CI,Providencia,JAM,JAM_HEAVY_TRAFFIC,Av. Costanera Andrés Bello,0,0,-70.608364,-33.417726
75f6a52f-7beb-4f7c-bb98-85d2a83b1edb,CI,Quilicura,POLICE,,Av. Las Torres,0,0,-70.726563,-33.378407
6f43ebdd-cb57-498a-ae07-2058a1a7894e,CI,Las Condes,POLICE,,Cerro Colorado,0,0,-70.578798,-33.403619
718574a0-b697-4690-b472-85c4b619cf9d,CI,Providencia,HAZARD,HAZARD_ON_ROAD,Av. Vitacura > Oriente,0,0,-70.60505,-33.417431
c775613a-3a85-4b16-8069-4270608f489a,CI,Las Condes,POLICE,,Av. Alonso de Córdova,0,0,-70.581326,-33.405085
a5ab0bc7-7f5c-4744-aa07-bc8059f6d732,CI,Las Condes,CHIT_CHAT,,Gerónimo de Alderete,0,0,-70.56132,-33.395296
41490fd5-2c46-419d-bf4b-1d8602c10fb2,CI,Providencia,JAM,JAM_STAND_STILL_TRAFFIC,Av. Costanera Andrés Bello,0,0,-70.609324,-33.418792
519ac302-ae95-4b22-b680-f890768884c5,CI,Las Condes,JAM,JAM_STAND_STILL_TRAFFIC,Av. Américo Vespucio Sur,0,0,-70.583064,-33.417115
00e2e863-4d29-4d66-9966-f92a0bad0b76,CI,Las Condes,JAM,JAM_STAND_STILL_TRAFFIC,Camino El Alba,0,0,-70.543123,-33.406047
ccfbc2cf-aea1-4933-873a-0250a4caf873,CI,Las Condes,JAM,JAM_STAND_STILL_TRAFFIC,Av. Américo Vespucio Sur,0,0,-70.583366,-33.416469
d50ba864-05ae-4b73-ade1-55911bd58ca9,CI,Independencia,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,14 de la Fama,0,0,-70.679542,-33.402347
89fa64ee-59ac-40d7-829b-f2ad9e3581ba,CI,Vitacura,JAM,JAM_HEAVY_TRAFFIC,Av. Presidente Kennedy,0,0,-70.570675,-33.397492
eb7f6e2a-ade8-4c6f-b63e-9800c10d7d3d,CI,Vitacura,JAM,JAM_HEAVY_TRAFFIC,Av. Presidente Kennedy,0,0,-70.571027,-33.397624
a26bd36f-6b30-4002-ada5-c3f7b5d0d33d,CI,,JAM,JAM_STAND_STILL_TRAFFIC,Salida 5b-N > Domingo Santa María,0,0,-70.679822,-33.411202
a7dfb065-3022-4c4a-8c9d-1694e647686b,CI,Las Condes,JAM,JAM_STAND_STILL_TRAFFIC,Camino El Alba,0,0,-70.543799,-33.406267
1aba95bd-33f2-415f-99db-baa3e69e5602,CI,Las Condes,JAM,JAM_STAND_STILL_TRAFFIC,Av. Américo Vespucio Norte,0,0,-70.585777,-33.411451
9bc9d78c-78f3-4790-8466-af3ebe50eb0c,CI,,JAM,JAM_HEAVY_TRAFFIC,Autopista Central - Eje Gral. Velásquez,0,0,-70.693689,-33.379517
8551ac85-0fcb-44fd-bc6e-4f16eea5930c,CI,Las Condes,JAM,JAM_STAND_STILL_TRAFFIC,Camino El Alba,0,0,-70.544362,-33.406601
b9be0fdf-2998-45d4-9198-5595b2a27421,CI,Providencia,JAM,,Nueva Los Leones,0,0,-70.607911,-33.418526
05e453bc-faed-47f6-8336-75f7e962fc39,CI,Las Condes,JAM,,Av. Américo Vespucio Norte,0,0,-70.585416,-33.412196
2533f0be-9860-41be-ada1-d545effcfbe9,CI,,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Autopista Central - Eje Gral. Velásquez,0,0,-70.695811,-33.382513
5bffd101-3fa1-4c51-91eb-5a6453550485,CI,Las Condes,JAM,JAM_STAND_STILL_TRAFFIC,Av. Apoquindo,0,0,-70.59084,-33.415554
2324677a-31c0-4bb8-8079-2f07a7ef4c18,CI,Vitacura,HAZARD,HAZARD_ON_ROAD,Presidente Kennedy Lateral,0,0,-70.577267,-33.399642
4b642693-ebde-4e3c-b0a2-f77bfe800b15,CI,,JAM,JAM_STAND_STILL_TRAFFIC,Autopista Central - Eje Gral. Velásquez,0,0,-70.695257,-33.381828
30e66a48-55dc-4f97-833b-f2ff9fe0bac6,CI,Las Condes,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Av. Apoquindo,0,0,-70.591226,-33.41575
63d055e1-19b6-4c5c-997c-8509d2d4c449,CI,,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Autopista Central - Eje Gral. Velásquez,0,0,-70.696212,-33.403775
822cdb63-ef34-4704-bc1a-7e777fd67ca7,CI,Las Condes,JAM,JAM_STAND_STILL_TRAFFIC,Av. Cristóbal Colón,0,0,-70.556974,-33.417704
59039233-1571-40f8-859b-33e539f0447e,CI,Las Condes,CHIT_CHAT,,Cerro Colorado,0,0,-70.57938,-33.403851
0a21d8ee-babd-4cb7-8779-e2930ed19d8f,CI,Recoleta,JAM,JAM_STAND_STILL_TRAFFIC,Av. El Salto,0,0,-70.634389,-33.407331
bbedb201-1396-4ce0-92ab-129342d7c937,CI,Las Condes,JAM,JAM_STAND_STILL_TRAFFIC,Av. Cristóbal Colón,0,0,-70.559608,-33.417261
e5c0a937-3952-4ff5-9f67-a173feaf1e02,CI,,ACCIDENT,,Autopista Central - Eje Gral. Velásquez,0,0,-70.696454,-33.384053
e7da6dd9-3942-4f08-8133-1bb0a1cbe866,CI,Vitacura,ACCIDENT,,,0,0,-70.569672,-33.390411
2b95fe66-a6f1-4eae-a4af-e14ee9623ed8,CI,,JAM,JAM_HEAVY_TRAFFIC,Autopista Central - Eje Gral. Velásquez,0,0,-70.696786,-33.384729
23b62e86-1d35-4d88-b822-a3544129f16e,CI,Las Condes,JAM,JAM_STAND_STILL_TRAFFIC,Av. Cristóbal Colón,0,0,-70.565922,-33.416966
8d070ea7-09ff-4b29-8746-da7beedf2d2c,CI,Las Condes,JAM,,Esteban Dell'Orto,0,0,-70.560372,-33.409585
f2d2b3b3-bbda-4e0a-a737-d76c4feb374c,CI,,JAM,JAM_HEAVY_TRAFFIC,Autopista Central - Eje Gral. Velásquez,0,0,-70.695977,-33.382849
1846d2ed-da2a-4119-8343-fdb69e7461dd,CI,Renca,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Av. Dorsal,0,0,-70.694412,-33.400312
4c4c0f82-2c47-42ce-94c2-a77abd3d65ce,CI,Vitacura,JAM,,Costanera Sur,0,0,-70.602896,-33.395541
34422802-a619-4065-bc17-89253a13addb,CI,,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Autopista Vespucio Norte,0,0,-70.715919,-33.373981
289d776a-5442-4416-b45a-49f5a850a598,CI,Renca,POLICE,,Av. Condell,0,0,-70.724311,-33.409591
4568d796-9941-48d8-a2a0-c71f4ccbb1df,CI,Vitacura,JAM,JAM_STAND_STILL_TRAFFIC,Av. Alonso de Córdova,0,0,-70.587802,-33.403528
587f7dbc-0151-4f82-a3ba-6b54d4276d28,CI,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Isidora Goyenechea,0,0,-70.600215,-33.414127
5f5b3ff3-1b33-4375-b73f-60a93d3aa9ca,CI,Las Condes,JAM,JAM_STAND_STILL_TRAFFIC,Av. Manquehue,0,0,-70.568955,-33.404458
f533abc0-7142-4d91-80f8-6ab04ca63cd9,CI,,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Autopista Central - Eje Gral. Velásquez,0,0,-70.692231,-33.414263
19cc5675-e9e0-40a9-8a9d-286475ad4d6c,CI,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Nueva Tajamar,0,0,-70.605658,-33.416542
e5bad958-55ad-4396-afa8-625e3b8ffedd,CI,Vitacura,ACCIDENT,,Luis Carrera,0,0,-70.57603,-33.399397
6ba79c15-f696-41fd-88d1-143c8e9da2b5,CI,Vitacura,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Av. Juan XXIII,0,0,-70.57175,-33.388772
f7f21cd7-61fe-4020-8bdd-fc010ef93f74,CI,,JAM,,Autopista Central - Eje Gral. Velásquez,0,0,-70.69842,-33.388066
f067224a-0acd-41e1-9047-acd4600a82b1,CI,Independencia,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Armando Quezada,0,0,-70.665532,-33.408875
414cdd12-76d8-431a-9946-f01ebc056a1a,CI,Las Condes,JAM,JAM_STAND_STILL_TRAFFIC,Av. Manquehue,0,0,-70.56903,-33.403823
195bc4f6-722a-403d-98e0-dab14952d17a,CI,Conchalí,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Av. Presidente Eduardo Frei Montalva,0,4,-70.694731,-33.379206
9325ae0e-22c1-47ac-9edd-5fb56ebefbbf,CI,Las Condes,HAZARD,HAZARD_ON_ROAD,Nueva Tajamar,0,0,-70.60391,-33.417171
5d66b537-99cc-4007-a8a1-a2af5cafbacc,CI,Recoleta,POLICE,,Av. Recoleta,0,0,-70.642748,-33.397419
5612faa1-503e-4181-8ef9-e232cc813cd6,CI,Recoleta,POLICE,,Av. Recoleta,0,0,-70.642816,-33.398899
d0da28fe-1d82-44d5-8eed-120c417667e9,CI,,HAZARD,HAZARD_ON_ROAD,Autopista Vespucio Norte,0,0,-70.71507,-33.373998
ae836480-d042-4ff2-979d-010a673d0ad4,CI,Independencia,POLICE,POLICE_HIDING,Av. Domingo Santa María,0,0,-70.660288,-33.415677
9e920a11-d05f-4c8e-9d23-1b84f92c0f14,CI,Las Condes,CHIT_CHAT,,Enrique Foster,0,0,-70.594544,-33.414636
12656d81-7b48-4b90-b8ae-1366f8d33d11,CI,Las Condes,POLICE,POLICE_HIDING,Av. Apoquindo,0,0,-70.575737,-33.411341
f55499f8-98ad-4313-9587-5252fe729a1f,CI,Las Condes,JAM,JAM_STAND_STILL_TRAFFIC,Av. Manquehue,0,0,-70.56747,-33.408413
cf168299-c1b2-4a9d-ab2f-e4b07b3f1d57,CI,Las Condes,JAM,JAM_STAND_STILL_TRAFFIC,Av. Apoquindo,0,0,-70.56866,-33.409061
c661703c-31df-4af5-ba92-8c0af2f36389,CI,Providencia,JAM,JAM_HEAVY_TRAFFIC,Av. Costanera Andrés Bello,0,0,-70.607886,-33.417378
ebee4b34-c351-4a75-902a-81072962cb84,CI,Las Condes,JAM,,Av. Las Condes,0,0,-70.545901,-33.394452
45998c38-cb79-4461-82e5-c0848ca3907b,CI,Las Condes,JAM,JAM_HEAVY_TRAFFIC,Av. Américo Vespucio Norte,0,0,-70.58752,-33.408358
cf2552bd-e38e-457f-a33e-8c90064ce102,CI,Las Condes,JAM,,,0,0,-70.567152,-33.410088
e19fc99a-e13b-43d6-99fd-4bb688d28cc1,CI,,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Autopista Central - Eje Gral. Velásquez,0,0,-70.695592,-33.382095
8b226dee-aa1c-4bf6-be84-b7bd0aa4efdf,CI,,HAZARD,HAZARD_ON_ROAD,Autopista Central - Eje Gral. Velásquez,0,0,-70.691713,-33.416669
72c04ae0-5bd6-498e-b0a8-f072957f6e1f,CI,,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Autopista Central - Eje Gral. Velásquez,0,0,-70.691687,-33.416748
ec6e505c-f1c1-49f6-9ea8-76debe3c5998,CI,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Av. Presidente Riesco,0,0,-70.600125,-33.412131
7ca4b77c-1038-4593-8c1a-9b1635d01bb5,CI,Las Condes,POLICE,,Cerro Colorado,0,0,-70.578076,-33.403325
640b024c-b4ef-4118-84af-f7da5bc35ed4,CI,Las Condes,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Martín de Zamora,0,0,-70.56735,-33.415365
7ff4b73d-354a-42e3-a84b-5662655c82dd,CI,Las Condes,POLICE,,Río Guadiana,0,0,-70.545183,-33.415894
722c53bb-d38e-433d-bd7d-ef0cb7221d73,CI,Recoleta,POLICE,,Av. Dorsal,0,0,-70.630681,-33.399845
0bffadee-fc8c-407f-a453-aa4b365c82bb,CI,Independencia,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Av. Fermín Vivaceta,0,0,-70.66491,-33.413904
902a151d-23dc-472c-acaa-a8b9236ad92d,CI,Renca,POLICE,,,0,0,-70.696593,-33.397857
3944c8bc-2b0e-4b65-8c4f-566f5c5639a5,CI,Las Condes,CHIT_CHAT,,Av. Manquehue,0,0,-70.570346,-33.400654
0fe07e91-8333-4066-a240-0c6558de397e,CI,Renca,POLICE,,Av. Dorsal,0,0,-70.704063,-33.405175
19c0026d-ce9e-4496-a658-84bd12d5709f,CI,Las Condes,JAM,JAM_STAND_STILL_TRAFFIC,Kennedy lateral,0,0,-70.548965,-33.390369
853e82b7-f97f-41c8-8e58-f6db05a721c6,CI,Las Condes,JAM,JAM_STAND_STILL_TRAFFIC,Nueva Tajamar,0,0,-70.6041,-33.417128
f952c571-c33b-4d48-ad5c-faa44d74fc52,CI,,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Autopista Vespucio Norte,0,0,-70.62596,-33.393746
2f848713-de0b-4f34-80f9-8c3cd3e59776,CI,Las Condes,JAM,JAM_STAND_STILL_TRAFFIC,Av. Padre Hurtado Norte,0,0,-70.548101,-33.389837
cc32705e-1092-4136-b93b-e261af7090f5,CI,Las Condes,JAM,JAM_STAND_STILL_TRAFFIC,Nueva Tajamar,0,0,-70.605181,-33.416784
c5342eb9-acad-4688-be7b-7b4f4f352675,CI,Providencia,JAM,,Av. Costanera Andrés Bello,0,0,-70.609121,-33.418615
f9892c8b-967a-4280-b0d3-6b4015d5b810,CI,Las Condes,JAM,JAM_STAND_STILL_TRAFFIC,Nueva Tajamar,0,0,-70.6055,-33.416624
8bcd4b01-7712-4075-8af0-10b6700df8d1,CI,Vitacura,JAM,,Sotto il Monte,0,0,-70.574064,-33.390338
